file,layer_name,type,priority,x,y,width,height,z_index,canvas_width,canvas_height,kv_canvas_width,kv_canvas_height,kv_x,kv_y,kv_width,kv_height,kv_z_index,is_in_kv
PropelV1_716X496.psd,CTA,CTA,3,30,262,128,23,6,1152,560,,,,,,,,0
PropelV1_716X496.psd,COPY,TEXT,2,431,181,218,163,7,1152,560,,,,,,,,0
PropelV1_716X496.psd,PRICE,PRICE,3,992,108,116,116,8,1152,560,,,,,,,,0
PropelV1_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,,,,,,,,0
PropelV1_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,,,,,,,,0
PropelV1_884X248.psd,SKUs,PRODUCT,2,407,37,326,366,2,1280,312,,,,,,,,0
PropelV1_884X248.psd,CTA,CTA,3,32,260,122,21,3,1280,312,,,,,,,,0
PropelV1_884X248.psd,LEGAL,LEGAL,3,768,260,375,13,4,1280,312,,,,,,,,0
PropelV1_884X248.psd,COPY,TEXT,2,31,32,285,62,5,1280,312,,,,,,,,0
PropelV1_884X248.psd,SUB HEADING,TEXT,2,767,204,369,28,6,1280,312,,,,,,,,0
PropelV1_884X248.psd,COPY,TEXT,2,767,97,417,94,7,1280,312,,,,,,,,0
PropelV1_884X248.psd,PRICE,PRICE,3,635,160,110,109,8,1280,312,,,,,,,,0
PropelV2_1152X560.psd,BACKGROUND,BACKGROUND,-1,0,0,1152,560,0,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1152X560.psd,BACKGROUND,BACKGROUND,-1,404,32,716,496,1,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1152X560.psd,SKUs,PRODUCT,2,684,157,440,288,2,1152,560,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_1152X560.psd,PRICE,PRICE,3,980,111,118,118,3,1152,560,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_1152X560.psd,SUB HEADING,TEXT,2,30,277,244,75,4,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,COPY,TEXT,2,27,165,349,90,5,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,LEGAL,LEGAL,3,444,502,234,13,6,1152,560,1920.0,1080.0,,,,,,0
PropelV2_1152X560.psd,COPY,TEXT,2,444,232,245,176,7,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,CTA,CTA,3,32,485,181,28,8,1152,560,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1280X160.psd,PRICE,PRICE,3,1028,56,97,97,1,1280,160,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_1280X160.psd,CTA,CTA,3,31,107,118,19,2,1280,160,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,SUB HEADING,TEXT,2,31,83,243,19,3,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,COPY,TEXT,2,32,48,425,29,4,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,LEGAL,LEGAL,3,31,134,225,13,5,1280,160,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,COPY,TEXT,2,766,76,227,71,6,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,SKUs,PRODUCT,2,459,4,309,203,7,1280,160,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_238X405.psd,SKUs,PRODUCT,2,8,217,222,146,1,238,405,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_238X405.psd,PRICE,PRICE,3,152,190,54,54,2,238,405,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_238X405.psd,LEGAL,LEGAL,3,16,372,131,27,3,238,405,1920.0,1080.0,,,,,,0
PropelV2_238X405.psd,COPY,TEXT,2,31,96,176,53,4,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_238X405.psd,SUB HEADING,TEXT,2,32,161,130,42,5,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_624X1420.psd,SKUs,PRODUCT,2,-14,866,651,428,1,624,1420,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_624X1420.psd,PRICE,PRICE,3,421,658,178,178,2,624,1420,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_624X1420.psd,LEGAL,LEGAL,3,24,1386,234,13,3,624,1420,1920.0,1080.0,,,,,,0
PropelV2_624X1420.psd,COPY,TEXT,2,27,267,541,165,4,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_624X1420.psd,SUB HEADING,TEXT,2,32,471,445,142,5,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,BACKGROUND,BACKGROUND,-1,0,0,640,160,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_640X160.psd,SKUs,PRODUCT,2,281,36,136,89,1,640,160,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_640X160.psd,PRICE,PRICE,3,547,32,61,61,2,640,160,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_640X160.psd,COPY,TEXT,2,421,67,143,44,3,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,LEGAL,LEGAL,3,31,134,226,13,4,640,160,1920.0,1080.0,,,,,,0
PropelV2_640X160.psd,COPY,TEXT,2,30,32,239,54,5,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,SUB HEADING,TEXT,2,30,95,244,19,6,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_884X248.psd,SKUs,PRODUCT,2,364,54,389,255,2,1280,312,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_884X248.psd,PRICE,PRICE,3,1102,55,123,123,3,1280,312,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_884X248.psd,CTA,CTA,3,32,260,128,21,4,1280,312,1920.0,1080.0,,,,,,0
PropelV2_884X248.psd,SUB HEADING,TEXT,2,31,120,188,16,5,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,COPY,TEXT,2,30,32,237,64,6,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,LEGAL,LEGAL,3,755,248,234,13,7,1280,312,1920.0,1080.0,,,,,,0
PropelV2_884X248.psd,COPY,TEXT,2,756,115,386,119,8,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_1280X160.psd,SKUs,PRODUCT,2,310,-64,467,350,1,1280,160,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_1280X160.psd,CTA,CTA,3,31,117,121,19,2,1280,160,1920.0,1080.0,,,,,,0
PropelV3_1280X160.psd,LEGAL,LEGAL,3,31,141,225,13,3,1280,160,1920.0,1080.0,,,,,,0
PropelV3_1280X160.psd,COPY,TEXT,2,31,47,324,67,4,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_1280X160.psd,PRICE,PRICE,3,1081,48,107,107,5,1280,160,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_1280X160.psd,COPY,TEXT,2,730,65,303,76,6,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_238X405.psd,SKUs,PRODUCT,2,-18,195,274,207,1,238,405,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_238X405.psd,PRICE,PRICE,3,161,174,54,55,2,238,405,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_238X405.psd,LEGAL,LEGAL,3,16,378,112,22,3,238,405,1920.0,1080.0,,,,,,0
PropelV3_238X405.psd,SUB HEADING,TEXT,2,32,145,165,12,4,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_238X405.psd,COPY,TEXT,2,32,72,163,66,5,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_576X360.psd,BACKGROUND,BACKGROUND,-1,0,0,640,640,0,640,640,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_576X360.psd,BACKGROUND,BACKGROUND,-1,32,248,576,360,1,640,640,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_576X360.psd,SKUs,PRODUCT,2,208,297,438,330,2,640,640,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_576X360.psd,PRICE,PRICE,3,260,280,84,85,3,640,640,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_576X360.psd,COPY,TEXT,2,49,358,210,150,4,640,640,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_576X360.psd,CTA,CTA,3,31,177,128,20,5,640,640,1920.0,1080.0,,,,,,0
PropelV3_576X360.psd,LEGAL,LEGAL,3,48,574,234,13,6,640,640,1920.0,1080.0,,,,,,0
PropelV3_576X360.psd,COPY,TEXT,2,31,31,320,68,7,640,640,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_624X1420.psd,SKUs,PRODUCT,2,-84,790,792,597,1,624,1420,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_624X1420.psd,SUB HEADING,TEXT,2,31,450,524,36,2,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_624X1420.psd,COPY,TEXT,2,32,194,518,209,3,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_624X1420.psd,PRICE,PRICE,3,421,600,165,165,4,624,1420,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_624X1420.psd,LEGAL,LEGAL,3,46,1374,234,13,5,624,1420,1920.0,1080.0,,,,,,0
PropelV3_640X160.psd,BACKGROUND,BACKGROUND,-1,0,-1,640,161,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_640X160.psd,SKUs,PRODUCT,2,221,20,205,154,1,640,160,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_640X160.psd,PRICE,PRICE,3,546,33,62,62,2,640,160,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_640X160.psd,COPY,TEXT,2,413,79,147,37,3,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_640X160.psd,LEGAL,LEGAL,3,31,124,132,27,4,640,160,1920.0,1080.0,,,,,,0
PropelV3_640X160.psd,COPY,TEXT,2,32,31,208,25,5,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_640X160.psd,SUB HEADING,TEXT,2,30,62,133,43,6,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_716X496.psd,BACKGROUND,BACKGROUND,-1,0,0,1152,560,0,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_716X496.psd,BACKGROUND,BACKGROUND,-1,404,32,716,496,1,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_716X496.psd,SKUs,PRODUCT,2,636,134,544,410,2,1152,560,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_716X496.psd,PRICE,PRICE,3,973,105,115,116,3,1152,560,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_716X496.psd,LEGAL,LEGAL,3,430,488,234,13,4,1152,560,1920.0,1080.0,,,,,,0
PropelV3_716X496.psd,COPY,TEXT,2,31,164,342,76,5,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_716X496.psd,COPY,TEXT,2,427,187,265,188,6,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_716X496.psd,CTA,CTA,3,32,485,181,28,7,1152,560,1920.0,1080.0,,,,,,0
PropelV3_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV3_884X248.psd,SKUs,PRODUCT,2,792,46,476,359,2,1280,312,1920.0,1080.0,-62.0,213.0,1060.0,801.0,3.0,1
PropelV3_884X248.psd,PRICE,PRICE,3,792,48,113,113,3,1280,312,1920.0,1080.0,705.0,232.0,207.0,213.0,4.0,1
PropelV3_884X248.psd,CTA,CTA,3,32,260,131,21,4,1280,312,1920.0,1080.0,,,,,,0
PropelV3_884X248.psd,COPY,TEXT,2,31,31,281,63,5,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_884X248.psd,COPY,TEXT,2,388,101,427,107,6,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV3_884X248.psd,LEGAL,LEGAL,3,393,257,234,13,7,1280,312,1920.0,1080.0,,,,,,0
Propel_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_1280X160.psd,SKUs,PRODUCT,2,403,-97,319,357,1,1280,160,1920.0,1080.0,127.0,151.0,697.0,780.0,3.0,1
Propel_1280X160.psd,CTA,CTA,3,31,124,118,19,2,1280,160,1920.0,1080.0,,,,,,0
Propel_1280X160.psd,LEGAL,LEGAL,3,756,136,312,10,3,1280,160,1920.0,1080.0,,,,,,0
Propel_1280X160.psd,SUB HEADING,TEXT,2,754,88,369,28,4,1280,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_1280X160.psd,COPY,TEXT,2,32,48,330,66,5,1280,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_1280X160.psd,COPY,TEXT,2,754,17,290,66,6,1280,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_624X1420.psd,SKUs,PRODUCT,2,9,669,606,678,1,624,1420,1920.0,1080.0,127.0,151.0,697.0,780.0,3.0,1
Propel_624X1420.psd,SUB HEADING,TEXT,2,31,517,506,39,2,624,1420,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_624X1420.psd,SUB HEADING,TEXT,2,31,434,351,68,3,624,1420,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_624X1420.psd,LEGAL,LEGAL,3,30,1375,375,13,4,624,1420,1920.0,1080.0,,,,,,0
Propel_624X1420.psd,COPY,TEXT,2,32,190,298,223,5,624,1420,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_640X160.psd,BACKGROUND,BACKGROUND,-1,0,0,640,160,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_640X160.psd,SKUs,PRODUCT,2,283,12,124,139,1,640,160,1920.0,1080.0,127.0,151.0,697.0,780.0,3.0,1
Propel_640X160.psd,COPY,TEXT,2,31,32,237,52,2,640,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_640X160.psd,SUB HEADING,TEXT,2,421,88,181,14,3,640,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_640X160.psd,LEGAL,LEGAL,3,421,145,184,7,4,640,160,1920.0,1080.0,,,,,,0
Propel_640X160.psd,COPY,TEXT,2,421,37,187,43,5,640,160,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_716X496.psd,BACKGROUND,BACKGROUND,-1,0,0,1152,560,0,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_716X496.psd,BACKGROUND,BACKGROUND,-1,404,32,716,496,1,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_716X496.psd,SUB HEADING,TEXT,2,433,358,242,66,2,1152,560,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_716X496.psd,SKUs,PRODUCT,2,716,69,372,416,3,1152,560,1920.0,1080.0,127.0,151.0,697.0,780.0,3.0,1
Propel_716X496.psd,COPY,TEXT,2,30,165,333,67,4,1152,560,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_716X496.psd,LEGAL,LEGAL,3,430,503,375,13,5,1152,560,1920.0,1080.0,,,,,,0
Propel_716X496.psd,CTA,CTA,3,30,262,128,23,6,1152,560,1920.0,1080.0,,,,,,0
Propel_716X496.psd,COPY,TEXT,2,431,181,218,163,7,1152,560,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_884X248.psd,SKUs,PRODUCT,2,407,37,326,366,2,1280,312,1920.0,1080.0,127.0,151.0,697.0,780.0,3.0,1
Propel_884X248.psd,CTA,CTA,3,32,260,122,21,3,1280,312,1920.0,1080.0,,,,,,0
Propel_884X248.psd,LEGAL,LEGAL,3,768,260,375,13,4,1280,312,1920.0,1080.0,,,,,,0
Propel_884X248.psd,COPY,TEXT,2,31,32,285,62,5,1280,312,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_884X248.psd,SUB HEADING,TEXT,2,767,204,369,28,6,1280,312,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_884X248.psd,COPY,TEXT,2,767,97,417,94,7,1280,312,1920.0,1080.0,862.0,385.0,419.0,312.0,1.0,1
Propel_EB_1280X160.psd,BACKGROUND,BACKGROUND,-1,-8,-350,1293,862,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_1280X160.psd,SKUs,PRODUCT,2,448,-223,223,648,1,1280,160,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
Propel_EB_1280X160.psd,CTA,CTA,3,31,124,118,19,2,1280,160,1920.0,1080.0,,,,,,0
Propel_EB_1280X160.psd,COPY,TEXT,2,32,48,330,66,3,1280,160,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_1280X160.psd,SUB HEADING,TEXT,2,754,88,369,28,4,1280,160,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_1280X160.psd,LOGO,LOGO,0,756,136,312,10,5,1280,160,1920.0,1080.0,,,,,,0
Propel_EB_1280X160.psd,COPY,TEXT,2,754,17,290,66,6,1280,160,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_1440X1440.psd,BACKGROUND,BACKGROUND,-1,0,0,1440,1440,0,1440,1440,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_1440X1440.psd,SKUs,PRODUCT,2,638,125,684,1816,1,1440,1440,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
Propel_EB_1440X1440.psd,COPY,TEXT,2,70,149,656,489,2,1440,1440,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_1440X1440.psd,SUB HEADING,TEXT,2,74,762,651,119,3,1440,1440,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_238X405.psd,SKUs,PRODUCT,2,73,180,132,351,1,238,405,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
Propel_EB_238X405.psd,SUB HEADING,TEXT,2,30,162,187,15,2,238,405,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_238X405.psd,SUB HEADING,TEXT,2,31,132,130,25,3,238,405,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_238X405.psd,COPY,TEXT,2,31,41,110,83,4,238,405,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_238X405.psd,LEGAL,LEGAL,3,31,389,193,7,5,238,405,1920.0,1080.0,,,,,,0
Propel_EB_576X360.psd,BACKGROUND,BACKGROUND,-1,0,0,640,640,0,640,640,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_576X360.psd,BACKGROUND,BACKGROUND,-1,32,248,576,360,1,640,640,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_576X360.psd,SKUs,PRODUCT,2,381,271,187,495,2,640,640,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
Propel_EB_576X360.psd,SUB HEADING,TEXT,2,46,474,330,25,3,640,640,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_576X360.psd,LEGAL,LEGAL,3,46,583,335,12,4,640,640,1920.0,1080.0,,,,,,0
Propel_EB_576X360.psd,COPY,TEXT,2,45,315,195,146,5,640,640,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_576X360.psd,CTA,CTA,3,31,113,128,20,6,640,640,1920.0,1080.0,,,,,,0
Propel_EB_576X360.psd,COPY,TEXT,2,31,31,324,68,7,640,640,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_624X1420.psd,SKUs,PRODUCT,2,83,616,448,1190,1,624,1420,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
Propel_EB_624X1420.psd,SUB HEADING,TEXT,2,31,517,506,39,2,624,1420,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_624X1420.psd,SUB HEADING,TEXT,2,31,434,351,68,3,624,1420,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_624X1420.psd,LEGAL,LEGAL,3,30,1375,375,13,4,624,1420,1920.0,1080.0,,,,,,0
Propel_EB_624X1420.psd,COPY,TEXT,2,32,190,298,223,5,624,1420,1920.0,1080.0,545.0,338.0,550.0,410.0,2.0,1
Propel_EB_640X160.psd,BACKGROUND,BACKGROUND,-1,-5,-131,654,436,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Propel_EB_640X160.psd,SKUs,PRODUCT,2,246,-115,158,436,1,640,160,1920.0,1080.0,82.0,41.0,376.0,1003.0,1.0,1
